Resumen,Clave de incidencia,ID de la incidencia,Tipo de Incidencia,Estado,Clave del proyecto,Nombre del proyecto,Tipo de proyecto,Responsable del proyecto,ID del responsable del proyecto,Descripción del proyecto,Prioridad,Resolución,Persona asignada,ID de la persona asignada,Informador,ID del informador,Creador,ID del creador,Creada,Actualizada,Vista por Última Vez,Resuelta,Fecha de vencimiento,Votos,Descripción,Entorno,Interesados,ID de los interesados,Estimación original,Trabajo restante estimado,Tiempo Trabajado,Relación de trabajo,Σ Estimación original,Σ Trabajo restante estimado,Σ Tiempo empleado,Nivel de Seguridad,Adjunto,Adjunto,Adjunto,Campo personalizado (Actual end),Campo personalizado (Actual start),Campo personalizado (Aprobaciones),Campo personalizado (Change reason),Campo personalizado (Change risk),Campo personalizado (Change type),Campo personalizado (Epic Color),Campo personalizado (Epic Name),Campo personalizado (Epic Status),Campo personalizado (Formularios abiertos),Campo personalizado (Formularios bloqueados),Campo personalizado (Formularios enviados),Campo personalizado (Impact),Campo personalizado (Issue color),Campo personalizado (Metas),Campo personalizado (Project overview key),Campo personalizado (Project overview status),Campo personalizado (Rank),Campo personalizado (Request Type),Campo personalizado (Sentiment),Campo personalizado (Start date),Campo personalizado (Story Points),Campo personalizado (Story point estimate),Campo personalizado (Target end),Campo personalizado (Target start),Campo personalizado (Team),Campo personalizado (Total de formularios),Campo personalizado (Vulnerability),Campo personalizado ([CHART] Date of First Response),Campo personalizado ([CHART] Time in Status),Campo personalizado (development),Campo personalizado (Áreas de enfoque),Categoría de estado,Categoría de estado cambiada
Al ingresar en el formulario de agregar tarjeta un código inválido se reconoce como válido,JMU-15,10078,Error,Tareas por hacer,JMU,Jacqueline Marcue UrbanRoutes,software,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,,Medium,,,,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,03/abr/26 3:46 PM,06/abr/26 4:13 PM,06/abr/26 4:50 PM,,,0,"Pasos para Reproducir el error

1 Abrir Urban Routes

2 Ingresar una dirección en el campo desde “East 2nd street, 601”

3 Ingresar una dirección en el campo hasta “1300 1st st”

4 Selecciónar botón “Pedir taxi”

5 Seleccionar el Modo de Transporte “Personal”

6 Seleccionar el tipo de transporte “Automóvil compartido”

7 Hacer clic en el botón “Reservar”

8 Seleccionar el campo “Método de Pago”

9 Seleccionar agregar tarjeta

10 Ingresar en el campo código un elemento no válido (ej. “123$% .#&a/(%”)

Resultado Actual: El campo acepta el contenido de la entrada, acepta letras latinas, caracteres especiales espacios y signos de puntuación. El campo acepta valores 00 y 100. 

Resultado esperado: No reconocer como válida la entrada.",FireFox Versión 149.0 (64 bits) 1920 x 1080 pixceles,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,,,,,,,,,03/abr/26 3:54 PM;63febf6b-b525-4a7d-b446-e7630298f01c;Captura de pantalla 2026-04-03 143341.png;https://jmarcueas3urban.atlassian.net/rest/api/3/attachment/content/10090,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@36192f97,,,,,,,,,,,,,,,0|i00033:,,,,,,,,,,,,,,,Por hacer,03/abr/26 3:46 PM
El campo número de tarjeta admite todos los caracteres del teclado como validos en el formulario de agregar tarjeta,JMU-14,10077,Error,Tareas por hacer,JMU,Jacqueline Marcue UrbanRoutes,software,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,,Medium,,,,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,03/abr/26 3:37 PM,06/abr/26 4:11 PM,06/abr/26 4:50 PM,,,0,"Pasos para Reproducir el error

1 Abrir Urban Routes

2 Ingresar una dirección en el campo desde “East 2nd street, 601”

3 Ingresar una dirección en el campo hasta “1300 1st st”

4 Selecciónar botón “Pedir taxi”

5 Seleccionar el Modo de Transporte “Personal”

6 Seleccionar el tipo de transporte “Automóvil compartido”

7 Hacer clic en el botón “Reservar”

8 Seleccionar el campo “Método de Pago”

9 Seleccionar agregar tarjeta

10 Ingresar en el campo “Número de tarjeta (no la tuya)” un elemento no válido (ej. “123$% .#&a/(%”)

Resultado Actual: El campo acepta el contenido de la entrada, acepta letras latinas, caracteres especiales espacios y signos de puntuación. El campo acepta rango de valores distintos a 12 ch, incluyendo 000000000000.

Resultado esperado: No reconocer como válida la entrada.",FireFox Versión 149.0 (64 bits) 1920 x 1080 pixceles,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,,,,,,,,,03/abr/26 3:45 PM;63febf6b-b525-4a7d-b446-e7630298f01c;Captura de pantalla 2026-04-03 143341.png;https://jmarcueas3urban.atlassian.net/rest/api/3/attachment/content/10088,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@78459aa4,,,,,,,,,,,,,,,0|i0002v:,,,,,,,,,,,,,,,Por hacer,03/abr/26 3:37 PM
"Al llenar todos los campos obligatorios de tarifa ""De lujo"" y retirar los campos de dirección, el botón azul aparece con el mensaje ""Agregar direcciones y reservar""",JMU-13,10044,Error,Tareas por hacer,JMU,Jacqueline Marcue UrbanRoutes,software,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,,Medium,,,,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,03/abr/26 11:08 AM,03/abr/26 11:48 AM,06/abr/26 4:50 PM,,,0,"Pasos para Reproducir el error

1 Abrir Urban Routes

2 Ingresar una dirección en el campo desde “East 2nd street, 601”

3 Ingresar una dirección en el campo hasta “1300 1st st”

4 Selecciónar botón “Pedir taxi”

5 Seleccionar el Modo de Transporte “Personal”

6 Seleccionar el tipo de transporte “Automóvil compartido”

7 Hacer clic en el botón “Reservar”

8 Seleccionar la tarifa “De Lujo”

9 Ingresar una licencia de conducir válida

10 Ingresa una licencia de conducir válida

11 Borra un campo del panel de dirección “Desde” o “Hasta”

Resultado actual: Todos los campos de selección desaparecen, el mapa se regresa a la posición inicial sin marcar una ruta y el botón azul al final del panel desaparece.

Resultado esperado: Todos los campos mantienen la información, se marca el campo eliminado en rojo con el mensaje de ingresar dirección válida y el botón azul al final del panel tiene el mensaje “Agregar dirección y reservar” ","Navegador: Google Chrome Versión 146.0.7680.178 (Build oficial) (64 bits) 800 x 600 pixceles

FireFox Versión 149.0 (64 bits) 1920 x 1080 pixceles",Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,,,,,,,,,03/abr/26 11:13 AM;63febf6b-b525-4a7d-b446-e7630298f01c;Grabación de pantalla 2026-04-03 110808.mp4;https://jmarcueas3urban.atlassian.net/rest/api/3/attachment/content/10046,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4a841546,,,,,,,,,,,,,,,0|i0002n:,,,,,,,,,,,,,,,Por hacer,03/abr/26 11:08 AM
"Al visualizar el panel izquierdo con los datos de ruta completados, no aparece el botón azul al final del panel en la misma pantalla",JMU-12,10043,Error,Tareas por hacer,JMU,Jacqueline Marcue UrbanRoutes,software,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,,Medium,,,,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,03/abr/26 10:31 AM,03/abr/26 11:23 AM,06/abr/26 4:50 PM,,,0,"Pasos para Reproducir el error

1 Abrir Urban Routes

2 Ingresar una dirección en el campo desde “East 2nd street, 601”

3 Ingresar una dirección en el campo hasta “1300 1st st”

4 Selecciónar botón “Pedir taxi”

5 Seleccionar el Modo de Transporte “Personal”

6 Seleccionar el tipo de transporte “Automóvil compartido”

 7 Hacer clic en el botón “Reservar”

Resultados actual: Al final del panel izquierdo no aparece un botón azul con letras blancas escritas.

Resultado esperado:  Al final del panel izquierdo aparece un botón azul con letras blancas escritas.",FireFox Versión 149.0 (64 bits) 1920 x 1080,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,,,,,,,,,03/abr/26 11:23 AM;63febf6b-b525-4a7d-b446-e7630298f01c;Captura de pantalla 2026-04-03 102146.png;https://jmarcueas3urban.atlassian.net/rest/api/3/attachment/content/10048,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1be7937c,,,,,,,,,,,,,,,0|i0002f:,,,,,,,,,,,,,,,Por hacer,03/abr/26 10:31 AM
"Al cancelar viaje en mensaje emergente de ""Automóvil Reservado"" el viaje no se cancela",JMU-11,10042,Error,Tareas por hacer,JMU,Jacqueline Marcue UrbanRoutes,software,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,,Medium,,,,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,03/abr/26 10:04 AM,03/abr/26 11:43 AM,06/abr/26 4:50 PM,,,0,"Pasos para Reproducir el error

1 Abrir Urban Routes

2 Ingresar una dirección en el campo desde “East 2nd street, 601”

3 Ingresar una dirección en el campo hasta “1300 1st st”

4 Selecciónar botón “Pedir taxi”

5 Seleccionar el Modo de Transporte “Personal”

6 Seleccionar el tipo de transporte “Automóvil compartido”

 7Hacer clic en el botón “Reservar”

8 Seleccionar la tarifa “De Lujo”

9 Ingresar una Licencia de Conducir válida

10 Pedir reservar un automóvil

11 Cancelar la reserva del automóvil

Resultado Actual: No hay cambios dentro de la plataforma, el viaje no se cancela y el contador continua su regresión.

Resultado esperado:   Se despliega una ventana emergente con la pregunta  ¿Seguro que quieres cancelar el viaje?","Navegador: Google Chrome Versión 146.0.7680.178 (Build oficial) (64 bits) 800 x 600 pixceles

FireFox Versión 149.0 (64 bits) 1920 x 1080 pixceles",Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,,,,,,,,,03/abr/26 10:12 AM;63febf6b-b525-4a7d-b446-e7630298f01c;Grabación de pantalla 2026-04-03 100148.mp4;https://jmarcueas3urban.atlassian.net/rest/api/3/attachment/content/10043,03/abr/26 11:43 AM;63febf6b-b525-4a7d-b446-e7630298f01c;Grabación de pantalla 2026-04-03 114228.mp4;https://jmarcueas3urban.atlassian.net/rest/api/3/attachment/content/10055,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6f2bab09,,,,,,,,,,,,,,,0|i00027:,,,,,,,,,,,,,,,Por hacer,03/abr/26 10:04 AM
"Al reservar un automóvil compartido de lujo, la ventana emergente con los datos marca y placa no aparecen",JMU-10,10041,Error,Tareas por hacer,JMU,Jacqueline Marcue UrbanRoutes,software,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,,Medium,,,,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,03/abr/26 9:55 AM,03/abr/26 11:41 AM,06/abr/26 4:50 PM,,,0,"Pasos para Reproducir el error

1 Abrir Urban Routes

2 Ingresar una dirección en el campo desde “East 2nd street, 601”

3 Ingresar una dirección en el campo hasta “1300 1st st”

4 Selecciónar botón “Pedir taxi”

5 Seleccionar el Modo de Transporte “Personal”

6 Seleccionar el tipo de transporte “Automóvil compartido”

7 Hacer clic en el botón “Reservar”

8 Seleccionar la tarifa “De Lujo”

9 Ingresar una Licencia de Conducir válida

10 Pedir reservar un automóvil 

Resultado Actual: Se despliega una ventana emergente con la información de pedido sin marca del vehículo ni placa.

Resultado esperado:   Se despliega una ventana emergente con la información de pedido con la marca del vehículo y placa.","Navegador: Google Chrome Versión 146.0.7680.178 (Build oficial) (64 bits) 800 x 600 pixceles

FireFox Versión 149.0 (64 bits) 1920 x 1080 pixceles",Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,,,,,,,,,03/abr/26 9:59 AM;63febf6b-b525-4a7d-b446-e7630298f01c;Captura de pantalla 2026-04-02 184206.png;https://jmarcueas3urban.atlassian.net/rest/api/3/attachment/content/10042,03/abr/26 11:41 AM;63febf6b-b525-4a7d-b446-e7630298f01c;Captura de pantalla 2026-04-03 114003.png;https://jmarcueas3urban.atlassian.net/rest/api/3/attachment/content/10054,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@15988557,,,,,,,,,,,,,,,0|i0001z:,,,,,,,,,,,,,,,Por hacer,03/abr/26 9:55 AM
"Al ingresar una licencia de conducir válida, el campo de Agregar licencia no cambia a un temporizador de 30 segundos",JMU-9,10040,Error,Tareas por hacer,JMU,Jacqueline Marcue UrbanRoutes,software,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,,Medium,,,,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,03/abr/26 9:47 AM,03/abr/26 11:35 AM,06/abr/26 4:52 PM,,,0,"Pasos para Reproducir el error

1 Abrir Urban Routes

2 Ingresar una dirección en el campo desde “East 2nd street, 601”

3 Ingresar una dirección en el campo hasta “1300 1st st”

4 Selecciónar botón “Pedir taxi”

5 Seleccionar el Modo de Transporte “Personal”

6 Seleccionar el tipo de transporte “Automóvil compartido”

7 Hacer clic en el botón “Reservar”

8 Seleccionar la tarifa “De Lujo”

9 Ingresar una licencia de conducir válida

10 Dar clic en botón entendido en mensaje emergente

Resultado Actual: El campo de Agregar licencia de conducir cambia a “Licencia de Conducir”

Resultado esperado:  El campo de Agregar licencia de conducir cambia a un temporizador de 30 segundos.","Navegador: Google Chrome Versión 146.0.7680.178 (Build oficial) (64 bits) 800 x 600 pixceles

FireFox Versión 149.0 (64 bits) 1920 x 1080 pixceles",Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,,,,,,,,,03/abr/26 11:34 AM;63febf6b-b525-4a7d-b446-e7630298f01c;Captura de pantalla 2026-04-03 113434.png;https://jmarcueas3urban.atlassian.net/rest/api/3/attachment/content/10053,03/abr/26 10:12 AM;63febf6b-b525-4a7d-b446-e7630298f01c;Grabación de pantalla 2026-04-03 094556.mp4;https://jmarcueas3urban.atlassian.net/rest/api/3/attachment/content/10044,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@66f3e05c,,,,,,,,,,,,,,,0|i0001r:,,,,,,,,,,,,,,,Por hacer,03/abr/26 9:47 AM
"Al visualizar el taxímetro en panel de ""Requisitos del pedido de lujo"" el titulo es incorrecto",JMU-8,10039,Error,Tareas por hacer,JMU,Jacqueline Marcue UrbanRoutes,software,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,,Medium,,,,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,03/abr/26 9:36 AM,03/abr/26 11:31 AM,06/abr/26 4:49 PM,,,0,"Pasos para Reproducir el error

1 Abrir Urban Routes

2 Ingresar una dirección en el campo desde “East 2nd street, 601”

3 Ingresar una dirección en el campo hasta “1300 1st st”

4 Selecciónar botón “Pedir taxi”

5 Seleccionar el Modo de Transporte “Personal”

6 Seleccionar el tipo de transporte “Automóvil compartido”

7 Hacer clic en el botón “Reservar”

8 Seleccionar la tarifa “De Lujo”

9 Visualizar panel “Requisitos de pedido”

Resultado Actual: El título del taxímetro es “Lentes geniales”

Resultado esperado:  El título del taxímetro debe ser “Copas frías”","Navegador: Google Chrome Versión 146.0.7680.178 (Build oficial) (64 bits) 800 x 600 pixceles

FireFox Versión 149.0 (64 bits) 1920 x 1080 pixceles",Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,,,,,,,,,03/abr/26 9:39 AM;63febf6b-b525-4a7d-b446-e7630298f01c;Captura de pantalla 2026-04-03 091305.png;https://jmarcueas3urban.atlassian.net/rest/api/3/attachment/content/10040,03/abr/26 11:31 AM;63febf6b-b525-4a7d-b446-e7630298f01c;Captura de pantalla 2026-04-03 112734.png;https://jmarcueas3urban.atlassian.net/rest/api/3/attachment/content/10052,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@315faf1,,,,,,,,,,,,,,,0|i0001j:,,,,,,,,,,,,,,,Por hacer,03/abr/26 9:36 AM
"Al visualizar panel de botónes de radio en ""Requisitos de pedido"" no se visualizan las opciones ""Bebidas para los pasajeros"" y ""Fruta para los pasajeros""",JMU-7,10038,Error,Tareas por hacer,JMU,Jacqueline Marcue UrbanRoutes,software,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,,Medium,,,,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,03/abr/26 9:28 AM,03/abr/26 11:31 AM,06/abr/26 4:49 PM,,,0,"Pasos para Reproducir el error

Pasos para Reproducir el error

1 Abrir Urban Routes

2 Ingresar una dirección en el campo desde “East 2nd street, 601”

3 Ingresar una dirección en el campo hasta “1300 1st st”

4 Selecciónar botón “Pedir taxi”

5 Seleccionar el Modo de Transporte “Personal”

6 Seleccionar el tipo de transporte “Automóvil compartido”

7 Hacer clic en el botón “Reservar”

8 Seleccionar la tarifa “De Lujo”

9 Visualizar panel “Requisitos de pedido”

Resultado Actual: Las opciones de los botones de radio del panel tienen son “Champán para pasajeros” y “Vino para pasajeros”.

Resultado esperado:  Las opciones de los botones de radio del panel tienen son “Bebidas para los pasajeros” y “Fruta para los pasajeros”.","Navegador: Google Chrome Versión 146.0.7680.178 (Build oficial) (64 bits) 800 x 600 pixceles

FireFox Versión 149.0 (64 bits) 1920 x 1080 pixceles",Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,,,,,,,,,03/abr/26 9:31 AM;63febf6b-b525-4a7d-b446-e7630298f01c;Captura de pantalla 2026-04-03 091305.png;https://jmarcueas3urban.atlassian.net/rest/api/3/attachment/content/10039,03/abr/26 11:31 AM;63febf6b-b525-4a7d-b446-e7630298f01c;Captura de pantalla 2026-04-03 112734.png;https://jmarcueas3urban.atlassian.net/rest/api/3/attachment/content/10051,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3887cd8b,,,,,,,,,,,,,,,0|i0001b:,,,,,,,,,,,,,,,Por hacer,03/abr/26 9:28 AM
"Al desplegar el panel ""Requisitos del pedido-de lujo"" el título de la sección es incorrecto",JMU-6,10037,Error,Tareas por hacer,JMU,Jacqueline Marcue UrbanRoutes,software,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,,Medium,,,,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,03/abr/26 9:21 AM,03/abr/26 11:29 AM,06/abr/26 4:49 PM,,,0,"Pasos para Reproducir el error

1 Abrir Urban Routes

2 Ingresar una dirección en el campo desde “East 2nd street, 601”

3 Ingresar una dirección en el campo hasta “1300 1st st”

4 Selecciónar botón “Pedir taxi”

5 Seleccionar el Modo de Transporte “Personal”

6 Seleccionar el tipo de transporte “Automóvil compartido”

7 Hacer clic en el botón “Reservar”

8 Seleccionar la tarifa “De Lujo”

9 Visualizar panel “Requisitos de pedido”

Resultado Actual: El título del panel de la sección botones de ratio es “Diviértete”

Resultado esperado:  El título del panel de la sección botones de ratio es “Relájate”. ","Navegador: Google Chrome Versión 146.0.7680.178 (Build oficial) (64 bits) 800 x 600 pixceles

FireFox Versión 149.0 (64 bits) 1920 x 1080 pixceles",Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,,,,,,,,,03/abr/26 9:25 AM;63febf6b-b525-4a7d-b446-e7630298f01c;Captura de pantalla 2026-04-03 091251.png;https://jmarcueas3urban.atlassian.net/rest/api/3/attachment/content/10038,03/abr/26 11:29 AM;63febf6b-b525-4a7d-b446-e7630298f01c;Captura de pantalla 2026-04-03 112734.png;https://jmarcueas3urban.atlassian.net/rest/api/3/attachment/content/10050,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@78578c97,,,,,,,,,,,,,,,0|i00013:,,,,,,,,,,,,,,,Por hacer,03/abr/26 9:21 AM
"Al desplegar el panel ""Requisitos del pedido-de lujo"" no aparece la casilla de verificación, luz de discoteca",JMU-5,10036,Error,Tareas por hacer,JMU,Jacqueline Marcue UrbanRoutes,software,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,,Medium,,,,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,03/abr/26 9:15 AM,06/abr/26 4:49 PM,06/abr/26 4:49 PM,,,0,"Pasos para Reproducir el error

1 Abrir Urban Routes

2 Ingresar una dirección en el campo desde “East 2nd street, 601”

3 Ingresar una dirección en el campo hasta “1300 1st st”

4 Selecciónar botón “Pedir taxi”

5 Seleccionar el Modo de Transporte “Personal”

6 Seleccionar el tipo de transporte “Automóvil compartido”

7 Hacer clic en el botón “Reservar”

8 Seleccionar la tarifa “De Lujo”

9 Visualizar el panel de “Requisitos del pedido”

Resultado Actual: Se despliega el panel de requisitos con la casilla de verificación “música ligera”.

Resultado esperado: Se despliega el panel de requisitos con la casilla de verificación “luz de discoteca”","Navegador: Google Chrome Versión 146.0.7680.178 (Build oficial) (64 bits) 800 x 600 pixceles

FireFox Versión 149.0 (64 bits) 1920 x 1080 pixceles",Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,,,,,,,,,03/abr/26 9:18 AM;63febf6b-b525-4a7d-b446-e7630298f01c;Captura de pantalla 2026-04-03 091251.png;https://jmarcueas3urban.atlassian.net/rest/api/3/attachment/content/10037,03/abr/26 11:27 AM;63febf6b-b525-4a7d-b446-e7630298f01c;Captura de pantalla 2026-04-03 112734.png;https://jmarcueas3urban.atlassian.net/rest/api/3/attachment/content/10049,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1df72c1,,,,,,,,,,,,,,,0|i0000v:,,,,,,,,,,,,,,,Por hacer,03/abr/26 9:15 AM
"Al elegir la tarifa ""De lujo"", el mapa no muestra el ícono y marca del automóvil seleccionado para hacer el viaje",JMU-4,10035,Error,Tareas por hacer,JMU,Jacqueline Marcue UrbanRoutes,software,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,,Medium,,,,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,03/abr/26 9:08 AM,03/abr/26 11:22 AM,06/abr/26 4:49 PM,,,0,"Pasos para Reproducir el error

1 Abrir Urban Routes

2 Ingresar una dirección en el campo desde “East 2nd street, 601”

3 Ingresar una dirección en el campo hasta “1300 1st st”

4 Selecciónar botón “Pedir taxi”

5 Seleccionar el Modo de Transporte “Personal”

6 Seleccionar el tipo de transporte “Automóvil compartido”

7 Hacer clic en el botón “Reservar”

8 Seleccionar la tarifa “De Lujo”

9 Visualizar el mapa

Resultado Actual: El mapa muestra los puntos A Y B de inicio y final de la ruta y la ruta en color azul.

Resultado esperado: El mapa muestra los puntos A Y B de inicio y final de la ruta y la ruta en color azul, el ícono del automóvil seleccionado para realizar el viaje se hace grande y despliega un marco negro con la marca del automóvil. ","Navegador: Google Chrome Versión 146.0.7680.178 (Build oficial) (64 bits) 800 x 600 pixceles

FireFox Versión 149.0 (64 bits) 1920 x 1080 pixceles",Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,,,,,,,,,03/abr/26 9:11 AM;63febf6b-b525-4a7d-b446-e7630298f01c;Captura de pantalla 2026-04-02 171722.png;https://jmarcueas3urban.atlassian.net/rest/api/3/attachment/content/10036,03/abr/26 11:22 AM;63febf6b-b525-4a7d-b446-e7630298f01c;Captura de pantalla 2026-04-03 102146.png;https://jmarcueas3urban.atlassian.net/rest/api/3/attachment/content/10047,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2db1c279,,,,,,,,,,,,,,,0|i0000n:,,,,,,,,,,,,,,,Por hacer,03/abr/26 9:08 AM
"Al elegir una ruta, los íconos de automóviles cercanos no aparecen en el mapa de Urban Routes ",JMU-3,10034,Error,Tareas por hacer,JMU,Jacqueline Marcue UrbanRoutes,software,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,,Medium,,,,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,03/abr/26 8:55 AM,03/abr/26 10:28 AM,13/abr/26 2:38 PM,,,0,"Pasos para Reproducir el error

1 Abrir Urban Routes

2 Ingresar una dirección en el campo desde “East 2nd street, 601”

3 Ingresar una dirección en el campo hasta “1300 1st st”

4 Visualizar la ruta en el mapa

Resultados actual: En el mapa solo se ve la ruta del punto A al punto B con una línea azul marcando la ruta

Resultado esperado:  En el mapa se ve la ruta del punto A al punto B con una línea azul marcando la ruta y se ven los íconos de los carros que se encuentran cerca del usuario.","Navegador: Google Chrome Versión 146.0.7680.178 (Build oficial) (64 bits) 800 x 600 pixceles

FireFox Versión 149.0 (64 bits) 1920 x 1080 pixceles",Jacqueline Marcué,712020:b4adee91-ba6a-4136-9e5f-fd90cee56a0a,,,,,,,,,03/abr/26 9:00 AM;63febf6b-b525-4a7d-b446-e7630298f01c;Captura de pantalla 2026-04-02 171722.png;https://jmarcueas3urban.atlassian.net/rest/api/3/attachment/content/10035,03/abr/26 10:28 AM;63febf6b-b525-4a7d-b446-e7630298f01c;Captura de pantalla 2026-04-03 101806.png;https://jmarcueas3urban.atlassian.net/rest/api/3/attachment/content/10045,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2bdca9d1,,,,,,,,,,,,,,,0|i0000f:,,,,,,,,,,,,,,,Por hacer,03/abr/26 8:55 AM
